title,text
Gatifloxacin Ophthalmic,Gatifloxacin ophthalmic solution is used to treat bacterial conjunctivitis (pinkeye; infection of the membrane that covers the outside of the eyeballs and the inside of the eyelids) in adults and children 1 year of age and older. Gatifloxacin is in a class of antibiotics called fluoroquinolones. It works by killing the bacteria that cause infection.
Gentamicin Injection,"Gentamicin injection is used to treat certain serious infections that are caused by bacteria such as meningitis (infection of the membranes that surround the brain and spinal cord) and infections of the blood, abdomen (stomach area), lungs, skin, bones, joints, and urinary tract. Gentamicin injection is in a class of medications called aminoglycoside antibiotics. It works by killing bacteria."
Trastuzumab Injection,Trastuzumab injection products are used with other medications or after other medications have been used to treat a certain type of breast cancer that has spread to other parts of the body. Trastuzumab injection products are also used during and after treatment with other medications to decrease the chance that a certain type of breast cancer will return. Trastuzumab injection products are also used with other medications to treat certain types of stomach cancer that have spread to other parts of the body. Trastuzumab is in a class of medications called monoclonal antibodies. It works by stopping the growth of cancer cells.
Losartan,"Losartan is used alone or in combination with other medications to treat high blood pressure. Losartan is also used to decrease the risk of stroke in people who have high blood pressure and a heart condition called left ventricular hypertrophy (enlargement of the walls of the left side of the heart). Losartan may not decrease the risk of stroke in African Americans who have these conditions. This medication is also used to treat kidney disease in people who have type 2 diabetes (condition in which the body does not use insulin normally and therefore cannot control the amount of sugar in the blood) and high blood pressure. Losartan is in a class of medications called angiotensin II receptor antagonists. It works by blocking the action of certain natural substances that tighten the blood vessels, allowing the blood to flow more smoothly and the heart to pump more efficiently."
Clindamycin Vaginal,Vaginal clindamycin is used to treat bacterial vaginosis (an infection caused by an overgrowth of harmful bacteria in the vagina). Clindamycin is in a class of medications called lincomycin antibiotics. It works by slowing or stopping the growth of bacteria. Vaginal clindamycin cannot be used to treat vaginal irritation caused by yeast infections or by sexually transmitted diseases such as chlamydia and trichomoniasis.
Benzhydrocodone and Acetaminophen,"The combination of benzhydrocodone and acetaminophen is used to relieve severe, acute pain (pain that begins suddenly, has a specific cause, and is expected to go away when the cause of the pain is healed) in people who are expected to need an opioid pain medication and whose pain cannot be relieved by other non-opioid pain medications. Benzhydrocodone is in a class of medications called opiate (narcotic) analgesics. It works by changing the way the brain and nervous system respond to pain. Acetaminophen is in a class of medications called analgesics (pain relievers) and antipyretics (fever reducers). When acetaminophen is used in combination with benzhydrocodone to treat pain, it works by changing the way the body senses pain."
Fenoprofen,"Fenoprofen is used to relieve pain, tenderness, swelling, and stiffness caused by osteoarthritis (arthritis caused by a breakdown of the lining of the joints) and rheumatoid arthritis (arthritis caused by swelling of the lining of the joints). Fenoprofen is also used to relieve mild to moderate pain from other causes. Fenoprofen is in a class of medications called NSAIDs. It works by stopping the body's production of a substance that causes pain, fever, and inflammation."
Polyethylene glycol-electrolyte solution (PEG-ES),"Polyethylene glycol-electrolyte solution (PEG-ES) is used to empty the colon (large intestine, bowel) before a colonoscopy (examination of the inside of the colon to check for colon cancer and other abnormalities) or barium enema (a test in which the colon is filled with a fluid and then x-rays are taken) so that the doctor will have a clear view of the walls of the colon. PEG-ES is in a class of medications called osmotic laxatives. It works by causing watery diarrhea so that the stool can be emptied from the colon. The medication also contains electrolytes to prevent dehydration and other serious side effects that may be caused by fluid loss as the colon is emptied."
"Efavirenz, Lamivudine, and Tenofovir","The combination of efavirenz, lamivudine, and tenofovir is used to treat HIV in adults and children. Efavirenz is in a class of medications called non-nucleoside reverse transcriptase inhibitors (NNRTIs). Lamivudine and tenofovir are in a class of medications called nucleoside and nucleotide reverse transcriptase inhibitors (NRTIs). They work by decreasing the amount of HIV in the body. Although efavirenz, lamivudine and tenofovir will not cure HIV, these medications may decrease your chance of developing acquired immunodeficiency syndrome (AIDS) and HIV-related illnesses such as serious infections or cancer. Taking these medications along with practicing safer sex and making other lifestyle changes may decrease the risk of getting or transmitting the HIV virus to other people."
Albuterol Oral Inhalation,"Albuterol is used to prevent and treat difficulty breathing, wheezing, shortness of breath, coughing, and chest tightness caused by lung diseases such as asthma and chronic obstructive pulmonary disease (COPD; a group of diseases that affect the lungs and airways). Albuterol inhalation aerosol and powder for oral inhalation is also used to prevent breathing difficulties during exercise. Albuterol inhalation aerosol (Proair HFA, Proventil HFA, Ventolin HFA) is used in adults and children 4 years of age and older. Albuterol powder for oral inhalation (Proair Respiclick) is used in children 12 years of age and older. Albuterol solution for oral inhalation is used in adults and children 2 years of age and older. Albuterol is in a class of medications called bronchodilators. It works by relaxing and opening air passages to the lungs to make breathing easier."
Fentanyl Sublingual Spray,"Fentanyl sublingual spray is used to treat breakthrough pain (sudden episodes of pain that occur despite round the clock treatment with pain medication) in cancer patients 18 years of age and older who are taking regularly scheduled doses of another narcotic (opiate) pain medication, and who are tolerant (used to the effects of the medication) to narcotic pain medications. Fentanyl is in a class of medications called narcotic (opiate) analgesics. It works by changing the way the brain and nervous system respond to pain."
Letrozole,"Letrozole is used treat early breast cancer in women who have experienced menopause (change of life; end of monthly menstrual periods) and who have had other treatments, such as radiation or surgery to remove the tumor. It is also used to treat early breast cancer in women who have experienced menopause and who have already been treated with a medication called tamoxifen (Nolvadex) for 5 years. Letrozole is also used in women who have experienced menopause as a first treatment of breast cancer that has spread within the breast or to other areas of the body or in women whose breast cancer has worsened while they were taking tamoxifen. Letrozole is in a class of medications called nonsteroidal aromatase inhibitors. It works by decreasing the amount of estrogen produced by the body. This can slow or stop the growth of some types of breast cancer cells that need estrogen to grow."
Glecaprevir and Pibrentasvir,The combination of glecaprevir and pibrentasvir is used to treat certain types of chronic (long-term) hepatitis C infection (swelling of the liver caused by a virus) in adults and children 3 years of age and older. It is also used to treat certain types of chronic hepatitis C infection in adults and children 3 years of age and older who have already received another medication to treat their hepatitis C infection. Glecaprevir is in a class of medications called HCV NS3/4A protease inhibitors. It works by decreasing the amount of hepatitis C virus (HCV) in the body. Pibrentasvir is in a class of medications called HCV NS5A inhibitors. It works by stopping the virus that causes hepatitis C to spread inside the body.
Sumatriptan,"Sumatriptan is used to treat the symptoms of migraine headaches (severe, throbbing headaches that sometimes are accompanied by nausea or sensitivity to sound and light). Sumatriptan is in a class of medications called selective serotonin receptor agonists. It works by narrowing blood vessels in the head, stopping pain signals from being sent to the brain, and blocking the release of certain natural substances that cause pain, nausea, and other symptoms of migraine. Sumatriptan does not prevent migraine attacks or reduce the number of headaches you have."
Acalabrutinib,Acalabrutinib is used to treat people with mantle cell lymphoma (MCL; a fast-growing cancer that begins in the cells of the immune system) who have already been treated with at least one other chemotherapy medication. It is also used alone or with obinutuzumab (Gazyva) to treat chronic lymphocytic leukemia (CLL; a type of cancer that begins in the white blood cells) and small lymphocytic lymphoma (SLL: a type of cancer that begins in the white blood cells). Acalabrutinib is in a class of medications called kinase inhibitors. It works by blocking the action of the abnormal protein that signals cancer cells to multiply. This helps stop the spread of cancer cells.
Teniposide Injection,Teniposide is used with other chemotherapy drugs to treat acute lymphocytic leukemia (ALL; a type of cancer of the white blood cells) in children that has not improved or that has worsened after treatment with other medications. Teniposide is in a class of medications known as podophyllotoxin derivatives. It works by slowing or stopping the growth of cancer cells in your body.
Amlodipine,"Amlodipine is used alone or in combination with other medications to treat high blood pressure in adults and children 6 years and older. It is also used to treat certain types of angina (chest pain) and coronary artery disease (narrowing of the blood vessels that supply blood to the heart). Amlodipine is in a class of medications called calcium channel blockers. It lowers blood pressure by relaxing the blood vessels so the heart does not have to pump as hard. It controls chest pain by increasing the supply of blood to the heart. If taken regularly, amlodipine controls chest pain, but it does not stop chest pain once it starts. Your doctor may prescribe a different medication to take when you have chest pain."
Benralizumab Injection,"Benralizumab injection is used along with other medications to prevent wheezing, difficulty breathing, chest tightness, and coughing caused by asthma in adults and children 12 years and older whose asthma is not controlled with their current asthma medication. Benralizumab injection is in a class of medications called monoclonal antibodies. It works by reducing a certain type of white blood cell to help decrease swelling and irritation of the airways to allow for easier breathing."
Dicloxacillin,Dicloxacillin is  used to treat infections caused by certain types of bacteria.  Dicloxacillin is in a class of medications called penicillins. It works by killing bacteria.
Liothyronine,Liothyronine is used to treat hypothyroidism (a condition where the thyroid gland does not produce enough thyroid hormone). Liothyronine is also used to treat a goiter (an enlarged thyroid gland) and to test for hyperthyroidism (a condition where the thyroid gland produces too much thyroid hormone). Liothyronine is in a class of medications called thyroid agents. It works by supplying the thyroid hormones normally produced by the body.
Betrixaban,"Betrixaban is used to prevent deep vein thrombosis (DVT; a blood clot, usually in the leg) and pulmonary embolism (PE; a blood clot in the lung) in people who are hospitalized for serious illnesses and are at risk of developing a clot due to decreased ability to move around or other risk factors. Betrixaban is in a class of medications called factor Xa inhibitors. It works by blocking the action of a certain natural substance that helps blood clots to form."
Sulfacetamide Ophthalmic,Ophthalmic sulfacetamide stops the growth of bacteria that cause certain eye infections. It is used to treat eye infections and to prevent them after injuries.
Meclofenamate,"Meclofenamate is used to relieve pain, tenderness, swelling, and stiffness caused by osteoarthritis (arthritis caused by a breakdown of the lining of the joints) and rheumatoid arthritis (arthritis caused by swelling of the lining of the joints). It is also used to relieve other types of mild to moderate pain, including menstrual pain (pain that happens before or during a menstrual period). It also may be used to decrease bleeding in women who have abnormally heavy menstrual blood loss. Meclofenamate is in a class of medications called NSAIDs. It works by stopping the body's production of a substance that causes pain, fever, and inflammation."
Miglitol,"Miglitol is used, alone or with other medications, to treat type 2 diabetes (condition in which the body does not use insulin normally and, therefore, cannot control the amount of sugar in the blood), particularly in people whose diabetes cannot be controlled by diet alone. It slows the breakdown and absorption of table sugar and other complex sugars in the small intestine. This process results in decreased blood sugar (hypoglycemia) levels following meals."
Sipuleucel-T Injection,"Sipuleucel-T injection is used to treat certain types of advanced prostate cancer. Sipuleucel-T injection is in a class of medications called autologous cellular immunotherapy, a type of medication prepared using cells from the patient's own blood. It works by causing the body's immune system (a group of cells, tissues, and organs that protects the body from attack by bacteria, viruses, cancer cells, and other substances that cause disease) to fight the cancer cells."
Modafinil,Modafinil is used to treat excessive sleepiness caused by narcolepsy (a condition that causes excessive daytime sleepiness) or shift work sleep disorder (sleepiness during scheduled waking hours and difficulty falling asleep or staying asleep during scheduled sleeping hours in people who work at night or on rotating shifts). Modafinil is also used along with breathing devices or other treatments to prevent excessive sleepiness caused by obstructive sleep apnea/hypopnea syndrome (OSAHS; a sleep disorder in which the patient briefly stops breathing or breathes shallowly many times during sleep and therefore doesn't get enough restful sleep). Modafinil is in a class of medications called wakefulness promoting agents. It works by changing the amounts of certain natural substances in the area of the brain that controls sleep and wakefulness.
Ibandronate,"Ibandronate is used to prevent and treat osteoporosis (a condition in which the bones become thin and weak and break easily) in women who have undergone menopause (''change of life,'' end of menstrual periods). Ibandronate is in a class of medications called bisphosphonates. It works by preventing bone breakdown and increasing bone density (thickness)."
Mobocertinib,"Because this drug is no longer available in the U.S. market, the material in this section is no longer updated by AHFS DI. If this drug is used in countries other than the U.S., it is essential that the manufacturers' labeling be consulted for more recently available information."
Fosphenytoin Injection,Fosphenytoin injection is used to treat primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) and to treat and prevent seizures that may begin during or after surgery to the brain or nervous system. Fosphenytoin injection may also be used to control certain type of seizures in people who cannot take oral phenytoin. Fosphenytoin is in a class of medications called anticonvulsants. It works by decreasing abnormal electrical activity in the brain.
Metaproterenol,"Metaproterenol is used to prevent and treat wheezing, shortness of breath, coughing, and chest tightness caused by asthma, chronic bronchitis, emphysema, and other lung diseases. It relaxes and opens air passages in the lungs, making it easier to breathe."
Cholestyramine Resin,"Cholestyramine is used with diet changes (restriction of cholesterol and fat intake) to reduce the amount of cholesterol and certain fatty substances in your blood. Accumulation of cholesterol and fats along the walls of your arteries (a process known as atherosclerosis) decreases blood flow and, therefore, the oxygen supply to your heart, brain, and other parts of your body. Lowering your blood level of cholesterol and fats may help to prevent heart disease, angina (chest pain), strokes, and heart attacks."
Pyrethrin and Piperonyl Butoxide Topical,"Pyrethrin and piperonyl butoxide shampoo is used to treat lice (small insects that attach themselves to the skin on the head, body, or pubic area ['crabs']) in adults and children 2 years of age and older. Pyrethrin and piperonyl butoxide is in a class of medications called pediculicides. It works by killing lice."
Bevacizumab Injection,"Bevacizumab injection products are used in combination with other chemotherapy medications to treat certain types of colon and rectal cancer (cancer that begins in the large intestine), non-small cell lung cancer (NSCLC), glioblastoma (a certain type of cancerous brain tumor), renal cell cancer (RCC, a type of cancer that begins in the kidney), cervical cancer (cancer that begins in the opening of the uterus [womb]), and ovarian (female reproductive organs where eggs are formed), fallopian tube (tube that transports eggs released by the ovaries to the uterus), or peritoneal (layer of tissue that lines the abdomen) cancer. Bevacizumab (Avastin) is also used in combination with atezolizumab (Tecentriq) to treat hepatocellular carcinoma (HCC) that has spread or cannot be removed by surgery in people who have not previously received chemotherapy. Bevacizumab injection products are in a class of medications called antiangiogenic agents. They work by stopping the formation of blood vessels that bring oxygen and nutrients to tumors. This may slow the growth and spread of tumors."
Epinephrine Oral Inhalation,"Epinephrine oral inhalation is used to relieve symptoms of asthma that occur from time to time, including wheezing, chest tightness, and shortness of breath in adults and children 12 years of age and older. Epinephrine oral inhalation is in a class of medications called alpha- and beta-adrenergic agonists (sympathomimetic agents). It works by relaxing and opening air passages to the lungs to make breathing easier."
Inclisiran injection,"Inclisiran injection is used along with diet alone or in combination with other cholesterol-lowering medications to decrease the amount of low-density lipoprotein (LDL) cholesterol ('bad cholesterol') in the blood in people with familial heterozygous hypercholesterolemia (HeFH) (an inherited condition in which cholesterol cannot be removed from the body normally). It is also used along with diet changes and other treatments to reduce the amount of low-density lipoprotein (LDL) cholesterol ('bad cholesterol') in the blood in people who have clinical atherosclerotic cardiovascular disease (ASCVD). Inclisiran injection is in a class of medications called proprotein convertase subtilisin kexin type 9 (PCSK9)-interfering mRNA. It works by decreasing the amount of LDL cholesterol in the blood to decrease the amount of cholesterol that may build up on the walls of the arteries and block blood flow to the heart, brain, and other parts of the body."
Leflunomide,"Leflunomide is used alone or in combination with other medications to treat rheumatoid arthritis (a condition in which the body attacks its own joints, causing pain, swelling, and loss of function). Leflunomide is in a class of medications called disease-modifying antirheumatic drugs (DMARDs). It works by decreasing inflammation and slowing the progress of the condition, which can help improve the physical activity of people with rheumatoid arthritis."
Levocetirizine,"Levocetirizine is used to relieve runny nose; sneezing; and redness, itching, and tearing of the eyes caused by hay fever, seasonal allergies, and allergies to other substances such as dust mites, animal dander, and mold. It is also used to treat symptoms of hives, including itching and rash. Levocetirizine is in a class of medications called antihistamines. It works by blocking the action of histamine, a substance in the body that causes allergic symptoms."
Glofitamab-gxbm,Glofitamab-gxbm is used for treatment of certain types of diffuse large B-cell lymphoma (DLBCL; a type of cancer that impacts the lymphatic [infection-fighting] system in the body) or large B-cell lymphoma (LBCL; a type of cancer that impacts the lymphatic [infection-fighting] system in the body) in adults that has either returned after completing treatment or failed to respond to other treatments. Glofitamab-gxbm is in a class of medications called bispecific T-cell engager antibodies. It works by killing cancer cells.
Stiripentol,"Stiripentol is used along with clobazam (Onfi®, Sympazan®) to control seizures in adults and children 6 months of age and older who weigh at least 7 kg (15 pounds) who have Dravet syndrome (a disorder that begins in early childhood and causes seizures and later may lead to developmental delays and changes in eating, balance, and walking). Stiripentol is in a class of medications called anticonvulsants. It works by decreasing abnormal excitement activity in the brain."
Ganciclovir Ophthalmic,Ganciclovir ophthalmic is used to treat herpetic keratitis (dendritic ulcers; eye ulcers caused by a herpes simplex virus infection). Ganciclovir is in a class of medications called antivirals. It works by stopping the spread of the herpes virus in the eye.
Auranofin,"Auranofin is used, with rest and nondrug therapy, to treat rheumatoid arthritis. It improves arthritis symptoms including painful or tender and swollen joints and morning stiffness."
Carfilzomib Injection,Carfilzomib injection is used alone and in combination with other medications to treat people with multiple myeloma (a type of cancer of the bone marrow) who have already been treated with other medications. Carfilzomib is in a class of medications called proteasome inhibitors. It works by stopping or slowing the growth of cancer cells in your body.
Acetazolamide,"Acetazolamide is used to treat glaucoma, a condition in which increased pressure in the eye can lead to gradual loss of vision. Acetazolamide decreases the pressure in the eye. Acetazolamide is also used to reduce the severity and duration of symptoms (upset stomach, headache, shortness of breath, dizziness, drowsiness, and fatigue) of altitude (mountain) sickness. Acetazolamide is used with other medicines to reduce edema (excess fluid retention) and to help control seizures in certain types of epilepsy."
Tiludronate,"Tiludronate is used to treat Paget's disease of bone (a condition in which the bones are soft and weak and may be deformed, painful, or easily broken). Tiludronate is in a class of medications called bisphosphonates. It works by preventing bone breakdown and increasing bone density (thickness)."
Esketamine Nasal Spray,"Esketamine nasal spray is used along with another antidepressant, taken by mouth, to manage treatment-resistant depression (TRD; depression that does not improve with treatment) in adults. It is also used along with another antidepressant, taken by mouth, to treat depressive symptoms in adults with major depressive disorder (MDD) and suicidal thoughts or actions. Esketamine is in a class of medications called NMDA receptor antagonists. It works by changing the activity of certain natural substances in the brain."
Omega-3 Fatty Acids,"Omega-3 fatty acids are used together with lifestyle changes (diet, weight-loss, exercise) to reduce the amount of triglycerides (a fat-like substance) in the blood in people with very high triglycerides. Omega-3 fatty acids are in a class of medications called antilipemic or lipid-regulating agents. Omega-3 fatty acids may work by decreasing the amount of triglycerides and other fats made in the liver."
Dorzolamide Ophthalmic,"Ophthalmic dorzolamide is used to treat glaucoma, a condition in which increased pressure in the eye can lead to gradual loss of vision. Dorzolamide is in a class of medications called carbonic anhydrase inhibitors. It works by decreasing the pressure in the eye."
Tacrolimus Injection,"Tacrolimus injection is used along with other medications to prevent rejection (attack of the transplanted organ by the transplant recipient's immune system) in people who have received kidney, liver, or heart transplants. Tacrolimus injection should only be used by people who are unable to take tacrolimus by mouth. Tacrolimus injection is in a class of medications called immunosupressants. It works by decreasing the activity of the immune system to prevent it from attacking the transplanted organ."
Magnesium Citrate,Magnesium citrate is used to treat occasional constipation on a short-term basis. Magnesium citrate is in a class of medications called saline laxatives. It works by causing water to be retained with the stool. This increases the number of bowel movements and softens the stool so it is easier to pass.
Nedosiran Injection,"Nedosiran injection is used is used to lower oxalate levels in urine in certain adults and children 9 years of age and older with primary hyperoxaluria type 1 (PH1; an inherited condition that leads to kidney stones and potentially severe, life-threatening kidney damage). Nedosiran injection is in a class of medications called small interfering RNA (SiRNA) agents. It works by reducing the production of oxalate in the liver, which lowers oxalate levels in the urine and body."
Clomipramine,"Clomipramine is used to treat people with obsessive-compulsive disorder (a condition that causes repeated unwanted thoughts and the need to perform certain behaviors over and over). Clomipramine is in a group of medications called tricyclic antidepressants. It works by increasing the amount of serotonin, a natural substance in the brain that is needed to maintain mental balance."
Triclabendazole,"Triclabendazole is used to treat fascioliasis (an infection, usually in the liver and bile ducts, caused by flat worms [liver flukes]) in adults and children 6 years of age and older. Triclabendazole is in a class of medications called anthelmintics. It works by killing the flat worms."
Deferasirox,Deferasirox is used to treat adults and children 2 years of age and older who have too much iron in their body because they received many blood transfusions. It is also used to treat adults and children 10 years of age and older who have too much iron in their body because of a genetic blood disorder called non–transfusion-dependent thalassemia (NTDT). Deferasirox is in a class of medications called iron chelators. It works by attaching to iron in the body so that it can be excreted (removed from the body) in feces.
Brodalumab Injection,"Brodalumab injection is used to treat moderate to severe plaque psoriasis (skin disease in which red, scaly patches form on some areas of the body) in people whose psoriasis is too severe to be treated by topical medications alone and who have not been treated successfully with other medications. Brodalumab injection is in a class of medications called monoclonal antibodies. It works by blocking the action of a certain natural substance in the body that causes the symptoms of psoriasis."
Phenytoin Injection,Phenytoin injection is used to treat primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) and to treat and prevent seizures that may begin during or after surgery to the brain or nervous system. Phenytoin injection may also be used to control certain types of seizures in people who cannot take oral phenytoin. Phenytoin is in a class of medications called anticonvulsants. It works by decreasing abnormal electrical activity in the brain.
Acetaminophen and Codeine,"The combination of acetaminophen and codeine is used to relieve mild to moderate pain. Acetaminophen is in a class of medications called analgesics (pain relievers) and antipyretics (fever reducers). It works by changing the way the body senses pain and by cooling the body. Codeine belongs to a class of medications called opiate (narcotic) analgesics and to a class of medications called antitussives. When codeine is used to treat pain, it works by changing the way the brain and nervous system respond to pain. When codeine is used to reduce coughing, it works by decreasing the activity in the part of the brain that causes coughing."
Azacitidine Injection,Azacitidine is used to treat myelodysplastic syndrome (a group of conditions in which the bone marrow produces blood cells that are misshapen and does not produce enough healthy blood cells). Azacitidine is in a class of medications called demethylation agents. It works by helping the bone marrow to produce normal blood cells and by killing abnormal cells in the bone marrow.
Metoclopramide Nasal Spray,"Metoclopramide nasal spray is used to relieve symptoms caused by slow stomach emptying in people who have diabetes. These symptoms include nausea, vomiting, heartburn, loss of appetite, and feeling of fullness that lasts long after meals. Metoclopramide is in a class of medications called prokinetic agents. It works by speeding the movement of food through the stomach and intestines."
Crisaborole Topical,"Crisaborole is used to treat eczema (atopic dermatitis; a skin condition which causes the skin to be dry and itchy and to sometimes develop red, scaly rashes) in adults and children 3 years of age and older. Crisaborole is in a class of medications called phosphodiesterase inhibitors. It works by blocking the action of certain natural substances in the body that cause inflammation."
Doravirine,"Doravirine is used along with other medications to treat human immunodeficiency virus (HIV) infection in adults who have not been treated with other HIV medications. It is also used to replace current medication therapy in certain people already taking HIV medications. Doravirine is in a class of medications called non-nucleoside reverse transcriptase inhibitors (NNRTIs). It works by decreasing the amount of HIV in the blood. Although doravirine does not cure HIV, it may decrease your chance of developing acquired immunodeficiency syndrome (AIDS) and HIV-related illnesses such as serious infections or cancer. Taking these medications along with practicing safer sex and making other lifestyle changes may decrease the risk of transmitting (spreading) the HIV virus to other people."
Guanabenz,Guanabenz is used to treat high blood pressure. It is in a class of medications called centrally acting alpha2A-adrenergic receptor agonists. Guanabenz works by decreasing your heart rate and relaxing the blood vessels so that blood can flow more easily through the body.
Linaclotide,"Linaclotide is used in adults to treat irritable bowel syndrome with constipation (IBS-C; a condition that causes stomach pain or cramps, bloating, and infrequent or difficult passage of stools) and chronic idiopathic constipation (CIC; difficult or infrequent passage of stools that lasts for 3 months or longer and is not caused by a disease or a medication). Linaclotide is also used in children 6 to 17 years of age to treat functional constipation (FC; difficult, painful, or infrequent passage of stools that is not caused by a medical condition). Linaclotide is in a class of medications called guanylate cyclase-C agonists. It works by increasing the movement of food and waste through the stomach and intestines."
Lonapegsomatropin-tcgd injection,Lonapegsomatropin-tcgd injection is used to replace growth hormone (a natural hormone produced by your body) in children 1 year of age or older who weigh 26 pounds (11.5 kg) or more with growth hormone deficiency. Lonapegsomatropin-tcgd is a human growth hormone (hGH) analog. It works by replacing growth hormones that are normally produced in the body.
Hydroxyurea,"Hydroxyurea (Hydrea) is used alone or with other medications or radiation therapy to treat a certain type of chronic myelogenous leukemia (CML; a type of cancer of the white blood cells) and certain types of head and neck cancer (including cancer of the mouth, cheek, tongue, throat, tonsils, and sinuses). Hydroxyurea (Droxia, Siklos) is used to reduce the frequency of painful crises and reduce the need for blood transfusions in adults and children 2 years of age and older with sickle cell anemia (an inherited blood disorder in which the red blood cells are abnormally shaped [shaped like a sickle] and cannot bring enough oxygen to all parts of the body).  Hydroxyurea is in a class of medications called antimetabolites. Hydroxyurea treats cancer by slowing or stopping the growth of cancer cells in your body. Hydroxyurea treats sickle cell anemia by helping to prevent formation of sickle-shaped red blood cells."
Methotrexate Injection,Methotrexate is in a class of medications called antimetabolites. Methotrexate treats cancer by slowing the growth of cancer cells. Methotrexate treats psoriasis by slowing the growth of skin cells to stop scales from forming. Methotrexate may treat rheumatoid arthritis and polyarticular juvenile idiopathic arthritis by decreasing the activity of the immune system.
Amphotericin B Lipid Complex Injection,"Amphotericin B lipid complex injection is used to treat serious, possibly life-threatening fungal infections in people who did not respond or are unable to tolerate conventional amphotericin B therapy. Amphotericin B lipid complex injection is in a class of medications called antifungals. It works by slowing the growth of fungi that cause infection."
Felodipine,Felodipine is used to treat high blood pressure. Felodipine is in a class of medications called calcium channel blockers. It works by relaxing the blood vessels so your heart does not have to pump as hard.
Eltrombopag,"Eltrombopag is used to increase the number of platelets (cells that help the blood clot) to decrease the risk of bleeding in adults and children 1 year of age and older who have chronic immune thrombocytopenia (ITP; an ongoing condition that may cause unusual bruising or bleeding due to an abnormally low number of platelets in the blood) and who have not been helped or cannot be treated with other treatments, including medications or surgery to remove the spleen. Eltrombopag is also used to increase the number of platelets in people who have hepatitis C (a viral infection that may damage the liver) so that they can begin and continue treatment with interferon (Peginterferon, Pegintron, others) and ribavirin (Rebetol). Eltrombopag is also used in combination with other medications to treat aplastic anemia (condition in which the body does not make enough new blood cells) in adults and children 2 years of age and older. It is also used to treat aplastic anemia in adults who have not been helped with other medications. Eltrombopag is used to increase the number of platelets enough to decrease the risk of bleeding in people with ITP or aplastic anemia, or to allow treatment with interferon and ribavirin in people with hepatitis C. However it is not used to increase the number of platelets to a normal level. Eltrombopag should not be used to treat people who have low numbers of platelets due to conditions other than ITP, hepatitis C, or aplastic anemia. Eltrombopag is in a class of medications called thrombopoietin receptor agonists. It works by causing the cells in the bone marrow to produce more platelets."
Verteporfin Injection,"Verteporfin injection is used in combination with photodynamic therapy (PDT; treatment with a laser light) to treat abnormal growth of leaky blood vessels in the eye caused by wet age-related macular degeneration (AMD; an ongoing disease of the eye that causes loss of the ability to see straight ahead and may make it more difficult to read, drive, or perform other daily activities), pathologic myopia (a serious form of nearsightedness that worsens with time), or histoplasmosis (a fungal infection) of the eye. Verteporfin is in a class of medications called photosensitizing agents. When verteporfin is activated by light, it closes up the leaking blood vessels."
Nitroglycerin Spray,Nitroglycerin spray is used to treat episodes of angina (chest pain) in people who have coronary artery disease (narrowing of the blood vessels that supply blood to the heart). The spray may also be used just before activities that may cause episodes of angina in order to prevent the angina from occurring. Nitroglycerin is in a class of medications called vasodilators. It works by relaxing the blood vessels so the heart does not need to work as hard and therefore does not need as much oxygen.
Letermovir,Letermovir is used to help prevent cytomegalovirus (CMV) infection and disease in certain people who have received a hematopoietic stem-cell transplant (HSCT; a procedure that replaces diseased bone marrow with healthy bone marrow) and are at increased risk of developing a CMV infection. Letermovir is in a class of medications called antivirals. It works by slowing the growth of CMV.
Selenium Sulfide,"Selenium sulfide, an anti-infective agent, relieves itching and flaking of the scalp and removes the dry, scaly particles that are commonly referred to as dandruff or seborrhea. It is also used to treat tinea versicolor, a fungal infection of the skin."
Octreotide,"Octreotide is used to treat acromegaly (condition in which the body produces too much growth hormone, causing enlargement of the hands, feet, and facial features; joint pain; and other symptoms) in people who have been treated successfully with octreotide injection (Sandostatin) or lanreotide injection (Somatuline). Octreotide is in a class of medications called octapeptides. It works by decreasing the amounts of certain natural substances produced by the body."
Topotecan Injection,Topotecan injection is used to treat ovarian cancer (cancer that begins in the female reproductive organs where eggs are formed) and small cell lung cancer (a type of cancer that begins in the lungs) that have spread and did not improve after treatment with other medications. It is also used together with other medications to treat cervical cancer (cancer that begins in the opening of the uterus [womb]) that has not improved or has come back after other treatments. Topotecan is in a class of medications called topoisomerase type I inhibitors. It works by killing cancer cells.
Pirtobrutinib,Pirtobrutinib is used to treat mantle cell lymphoma (a fast-growing cancer that begins in the cells of the immune system) in adults that has returned or is unresponsive to other treatments. Pirtobrutinib is also used to treat chronic lymphocytic leukemia (CLL; a type of cancer that begins in the white blood cells) or small lymphocytic lymphoma (SLL; a type of cancer that begins mostly in the lymph nodes) in adults who have already been treated with at least two other chemotherapy medications. Pirtobrutinib is in a class of medications called kinase inhibitors. It works by blocking the action of the protein that signals cancer cells to multiply.
Nelfinavir,"Nelfinavir is used along with other medications to treat human immunodeficiency virus (HIV) infection. Nelfinavir is in a class of medications called protease inhibitors. It works by decreasing the amount of HIV in the blood. Although nelfinavir does not cure HIV, it may decrease your chance of developing acquired immunodeficiency syndrome (AIDS) and HIV-related illnesses such as serious infections or cancer. Taking these medications along with practicing safer sex and making other lifestyle changes may decrease the risk of transmitting the HIV virus to other people."
